Symbol,Name,Sector,Industry
TDUP,ThredUp Inc. Class A Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
TDW,Tidewater Inc. Common Stock,Consumer Discretionary,Marine Transportation
TDY,Teledyne Technologies Incorporated Common Stock,Industrials,Industrial Machinery/Components
TE,T1 Energy Inc. Common Stock,Miscellaneous,Industrial Machinery/Components
TEAD,Teads Holding Co. Common Stock,Technology,Computer Software: Programming Data Processing
TEAF,Tortoise Sustainable and Social Impact Term Fund Common shares of beneficial interest,Finance,Trusts Except Educational Religious and Charitable
TEAM,Atlassian Corporation Class A Common Stock,Technology,Computer Software: Prepackaged Software
TECH,Bio-Techne Corp Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TECK,Teck Resources Ltd Ordinary Shares,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TECTP,Tectonic Financial Inc. 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks
TECX,Tectonic Therapeutic Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TEF,Telefonica SA Common Stock,Telecommunications,Telecommunications Equipment
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,Finance,Finance Companies
TEL,TE Connectivity plc Ordinary Shares,Technology,Electronic Components
TELA,TELA Bio Inc. Common Stock,Health Care,Medical/Dental Instruments
TELO,Telomir Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TEM,Tempus AI Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing
TEN,Tsakos Energy Navigation Ltd Common Shares,Consumer Discretionary,Marine Transportation
TEN^E,Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,,
TEN^F,Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,,
TENB,Tenable Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software
TENX,Tenax Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TEO,Telecom Argentina SA,Telecommunications,Telecommunications Equipment
TER,Teradyne Inc. Common Stock,Industrials,Electrical Products
TERN,Terns Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
TEX,Terex Corporation Common Stock,Industrials,Construction/Ag Equipment/Trucks
TFC,Truist Financial Corporation Common Stock,Finance,Major Banks
TFC^I,Truist Financial Corporation Depositary Shares,,
TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,,
TFC^R,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,,
TFII,TFI International Inc. Common Shares,Industrials,Trucking Freight/Courier Services
TFIN,Triumph Financial Inc. Common Stock,Finance,Major Banks
TFIN^,Triumph Financial Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock,,
TFPM,Triple Flag Precious Metals Corp. Common Shares,Industrials,Precious Metals
TFSA,Terra Income Fund 6 LLC 7.00% Notes due 2026,,
TFSL,TFS Financial Corporation Common Stock,Finance,Savings Institutions
TFX,Teleflex Incorporated Common Stock,Health Care,Medical/Dental Instruments
TG,Tredegar Corporation Common Stock,Industrials,Metal Fabrications
TGB,Taseko Mines Ltd. Common Stock,Basic Materials,Precious Metals
TGE,The Generation Essentials Group Class A Ordinary Shares,Consumer Discretionary,Newspapers/Magazines
TGEN,Tecogen Inc. Common Stock,Industrials,Industrial Machinery/Components
TGL,Treasure Global Inc. Common Stock,Real Estate,Real Estate
TGLS,Tecnoglass Inc. Ordinary Shares,Consumer Discretionary,Electronic Components
TGNA,TEGNA Inc,Industrials,Broadcasting
TGS,Transportadora de Gas del Sur SA TGS Common Stock,Utilities,Natural Gas Distribution
TGT,Target Corporation Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
TGTX,TG Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TH,Target Hospitality Corp. Common Stock,Consumer Discretionary,Hotels/Resorts
THAR,Tharimmune Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
THC,Tenet Healthcare Corporation Common Stock,Health Care,Hospital/Nursing Management
THCH,TH International Limited Ordinary shares,Consumer Discretionary,Restaurants
THFF,First Financial Corporation Common Stock,Finance,Major Banks
THG,Hanover Insurance Group Inc,Finance,Property-Casualty Insurers
THM,International Tower Hill Mines Ltd. Ordinary Shares (Canada),Basic Materials,Metal Mining
THO,Thor Industries Inc. Common Stock,Industrials,Homebuilding
THQ,abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,Finance,Finance Companies
THR,Thermon Group Holdings Inc. Common Stock,Energy,Industrial Machinery/Components
THRM,Gentherm Inc Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
THRY,Thryv Holdings Inc. Common Stock,Consumer Discretionary,Advertising
THS,Treehouse Foods Inc. Common Stock,Consumer Staples,Packaged Foods
THTX,Theratechnologies Inc. Common Shares,Health Care,Biotechnology: Pharmaceutical Preparations
THW,abrdn World Healthcare Fund Shares of Beneficial Interest,Finance,Finance Companies
TIC,Acuren Corporation Common Stock,Real Estate,Real Estate
TIGO,Millicom International Cellular S.A. Common Stock,Telecommunications,Telecommunications Equipment
TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,Finance,Investment Bankers/Brokers/Service
TIL,Instil Bio Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TILE,Interface Inc. Common Stock,Consumer Discretionary,Home Furnishings
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,Telecommunications,Telecommunications Equipment
TIPT,Tiptree Inc. Common Stock,Finance,Property-Casualty Insurers
TIRX,TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares,Finance,Specialty Insurers
TISI,Team Inc. Common Stock,Consumer Discretionary,Other Consumer Services
TITN,Titan Machinery Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
TIVC,Tivic Health Systems Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,Technology,EDP Services
TJX,TJX Companies Inc. (The) Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TK,Teekay Corporation Ltd. Common Stock,Consumer Discretionary,Marine Transportation
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,Telecommunications,Telecommunications Equipment
TKLF,Tokyo Lifestyle Co. Ltd. American Depositary Shares,Consumer Discretionary,Other Specialty Stores
TKNO,Alpha Teknova Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TKO,TKO Group Holdings Inc. Class A Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
TKR,Timken Company (The) Common Stock,Industrials,Metal Fabrications
TLF,Tandy Leather Factory Inc. Common Stock,Consumer Discretionary,Apparel
TLIH,Ten-League International Holdings Limited Ordinary Shares,,
TLK,PT Telekomunikasi Indonesia Tbk,Telecommunications,Telecommunications Equipment
TLN,Talen Energy Corporation Common Stock,Utilities,Electric Utilities: Central
TLPH,Talphera Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TLRY,Tilray Brands Inc. Common Stock ,Health Care, Medicinal Chemicals and Botanical Products 
TLS,Telos Corporation Common Stock,Technology,EDP Services
TLSA,Tiziana Life Sciences Ltd. Common Shares,Health Care,Biotechnology: Pharmaceutical Preparations
TLSI,TriSalus Life Sciences Inc. Common Stock,Health Care,Medical Specialities
TLSIW,TriSalus Life Sciences Inc. Warrant,Health Care,Medical Specialities
TLX,Telix Pharmaceuticals Limited American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
TLYS,Tilly's Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TM,Toyota Motor Corporation Common Stock,Industrials,Auto Manufacturing
TMC,TMC the metals company Inc. Common Stock,Basic Materials,Metal Mining
TMCI,Treace Medical Concepts Inc. Common Stock,Health Care,Medical/Dental Instruments
TMCWW,TMC the metals company Inc. Warrants,Basic Materials,Metal Mining
TMDE,TMD Energy Limited Ordinary Shares,Energy,Oil Refining/Marketing
TMDX,TransMedics Group Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,Consumer Discretionary,Broadcasting
TMHC,Taylor Morrison Home Corporation Common Stock,Consumer Discretionary,Homebuilding
TMO,Thermo Fisher Scientific Inc Common Stock,Industrials,Industrial Machinery/Components
TMP,Tompkins Financial Corporation Common Stock,Finance,Major Banks
TMQ,Trilogy Metals Inc. Common Stock,Basic Materials,Precious Metals
TMUS,T-Mobile US Inc. Common Stock,Telecommunications,Telecommunications Equipment
TMUSI,T-Mobile US Inc. 5.500% Senior Notes due June 2070,Telecommunications,Telecommunications Equipment
TMUSL,T-Mobile US Inc. 6.250% Senior Notes due 2069,Telecommunications,Telecommunications Equipment
TMUSZ,T-Mobile US Inc. 5.500% Senior Notes due March 2070,Telecommunications,Telecommunications Equipment
TNC,Tennant Company Common Stock,Industrials,Industrial Machinery/Components
TNDM,Tandem Diabetes Care Inc. Common Stock,Health Care,Medical/Dental Instruments
TNET,TriNet Group Inc. Common Stock,Real Estate,Real Estate
TNFA,TNF Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TNGX,Tango Therapeutics Inc.,Health Care,Biotechnology: Pharmaceutical Preparations
TNK,Teekay Tankers Ltd.,Consumer Discretionary,Marine Transportation
TNL,Travel   Leisure Co. Common  Stock,Consumer Discretionary,Hotels/Resorts
TNMG,TNL Mediagene Ordinary Shares,,
TNON,Tenon Medical Inc. Common Stock,Health Care,Medical/Dental Instruments
TNONW,Tenon Medical Inc. Warrant,Health Care,Medical/Dental Instruments
TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TNYA,Tenaya Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TOI,The Oncology Institute Inc. Common Stock,Health Care,Medical/Nursing Services
TOIIW,The Oncology Institute Inc. Warrant,Health Care,Medical/Nursing Services
TOL,Toll Brothers Inc. Common Stock,Consumer Discretionary,Homebuilding
TOMZ,TOMI Environmental Solutions Inc. Common Stock,Industrials,Major Chemicals
TOON,Kartoon Studios Inc. Common Stock,Consumer Discretionary,Movies/Entertainment
TOP,TOP Financial Group Limited Class A Ordinary Shares,Finance,Investment Bankers/Brokers/Service
TOPP,Toppoint Holdings Inc. Common Stock,Industrials,Trucking Freight/Courier Services
TOPS,TOP Ships Inc. Common Stock,Consumer Discretionary,Marine Transportation
TORO,Toro Corp. Common Stock,Consumer Discretionary,Marine Transportation
TOST,Toast Inc. Class A Common Stock,Technology,EDP Services
TOUR,Tuniu Corporation American Depositary Shares,Consumer Discretionary,Transportation Services
TOVX,Theriva Biologics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TOWN,TowneBank Common Stock,Finance,Major Banks
TOYO,TOYO Co. Ltd Ordinary Shares,Consumer Discretionary,Miscellaneous manufacturing industries
TPB,Turning Point Brands Inc. Common Stock,Consumer Discretionary,Tobacco
TPC,Tutor Perini Corporation Common Stock,Consumer Discretionary,General Bldg Contractors - Nonresidential Bldgs
TPCS,TechPrecision Corporation Common stock,Industrials,Metal Fabrications
TPET,Trio Petroleum Corp. Common Stock,Energy,Oil & Gas Production
TPG,TPG Inc. Class A Common Stock,Finance,Investment Managers
TPGXL,TPG Operating Group II L.P. 6.950% Fixed-Rate Junior Subordinated Notes due 2064,,
TPH,Tri Pointe Homes Inc. Common Stock,Consumer Discretionary,Homebuilding
TPL,Texas Pacific Land Corporation Common Stock,Energy,Oil & Gas Production
TPR,Tapestry Inc. Common Stock,Consumer Discretionary,Apparel
TPST,Tempest Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TPTA,Terra Property Trust Inc. 6.00% Notes due 2026,Real Estate,Real Estate Investment Trusts
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,Consumer Discretionary,Other Consumer Services
TR,Tootsie Roll Industries Inc. Common Stock,Consumer Staples,Specialty Foods
TRAK,ReposiTrak Inc. Common Stock,Technology,EDP Services
TRAW,Traws Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TRC,Tejon Ranch Co Common Stock,Finance,Real Estate
TRDA,Entrada Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TREE,LendingTree Inc. Common Stock,Finance,Finance: Consumer Services
TREX,Trex Company Inc. Common Stock,Basic Materials,Forest Products
TRGP,Targa Resources Inc. Common Stock,Utilities,Natural Gas Distribution
TRI,Thomson Reuters Corporation Common Shares,Consumer Discretionary,Publishing
TRIB,Trinity Biotech plc American Depositary Shares,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRIN,Trinity Capital Inc. Common Stock,Finance,Finance: Consumer Services
TRINI,Trinity Capital Inc. 7.875% Notes Due 2029,Finance,Finance: Consumer Services
TRINZ,Trinity Capital Inc. 7.875% Notes due 2029,Finance,Finance: Consumer Services
TRIP,TripAdvisor Inc. Common Stock,Technology,Computer Software: Programming Data Processing
TRMB,Trimble Inc. Common Stock,Industrials,Industrial Machinery/Components
TRMD,TORM plc Class A Common Stock,Consumer Discretionary,Marine Transportation
TRMK,Trustmark Corporation Common Stock,Finance,Major Banks
TRML,Tourmaline Bio Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRN,Trinity Industries Inc. Common Stock,Industrials,Railroads
TRNO,Terreno Realty Corporation Common Stock,Finance,Real Estate
TRNR,Interactive Strength Inc. Common Stock,Technology,Consumer Electronics/Appliances
TRNS,Transcat Inc. Common Stock,Industrials,Electrical Products
TRON,Tron Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
TROO,TROOPS Inc. Ordinary Shares ,Finance,Diversified Financial Services
TROW,T. Rowe Price Group Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
TROX,Tronox Holdings plc Ordinary Shares (UK),Industrials,Major Chemicals
TRP,TC Energy Corporation Common Stock,Utilities,Natural Gas Distribution
TRS,TriMas Corporation Common Stock,Industrials,Industrial Specialties
TRSG,Tungray Technologies Inc Class A Ordinary Shares,Industrials,Industrial Machinery/Components
TRST,TrustCo Bank Corp NY Common Stock,Finance,Major Banks
TRT,Trio-Tech International Common Stock,Technology,Industrial Machinery/Components
TRTN^A,Triton International Limited 8.50% Series A Cumulative Redeemable Perpetual  Preference Shares,,
TRTN^B,Triton International Limited 8.00% Series B Cumulative Redeemable Perpetual Preference Shares,,
TRTN^C,Triton International Limited 7.375% Series C Cumulative Redeemable Perpetual Preference Shares,,
TRTN^D,Triton International Limited 6.875% Series D Cumulative Redeemable Perpetual Preference Shares,,
TRTN^E,Triton International Limited 5.75% Series E Cumulative Redeemable Perpetual Preference Shares,,
TRTN^F,Triton International Limited 7.625% Series F Cumulative Redeemable Perpetual Preference Shares,,
TRTX,TPG RE Finance Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
TRTX^C,TPG RE Finance Trust Inc. 6.25% Series C Cumulative Redeemable Preferred Stock $0.001 par value per share,,
TRU,TransUnion Common Stock,Finance,Finance: Consumer Services
TRUE,TrueCar Inc. Common Stock,Technology,Computer Software: Programming Data Processing
